State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
MAHARASHTRA,ROAD TRANSPORT AND,958,PUNE RAIGARH DISTRICT BORDER TO MANGAON,MoRTH,N24001082,3/2018,12/2019,N.A.,12/2023,223.46,N.A.,223.46,123.46,100
MAHARASHTRA,ROAD TRANSPORT AND,959,KOLDE TO KHETIYA,MoRTH,N24001090,1/2017,7/2019,N.A.,12/2023,509.18,N.A.,509.18,283.13,94.81
MAHARASHTRA,ROAD TRANSPORT AND,960,SATARA TO MHASWAD,MoRTH,N24001092,1/2017,7/2019,N.A.,12/2023,653.46,N.A.,653.46,369.62,76.76
MAHARASHTRA,ROAD TRANSPORT AND,961,SATARA MURVAD PILLOV PANDHARPUR,MoRTH,N24001095,1/2017,,N.A.,6/2024,388.44,N.A.,388.44,240.05,88.16
MAHARASHTRA,ROAD TRANSPORT AND,962,SELDOH TO PANVAR,MoRTH,N24001097,7/2018,5/2020,N.A.,5/2020,404.33,404,404.33,140.65,0
MAHARASHTRA,ROAD TRANSPORT AND,963,MHASWAD TO TEMBHURNI,MoRTH,N24001099,1/2017,7/2019,N.A.,12/2023,488.6,N.A.,488.6,279.42,76.5
MAHARASHTRA,ROAD TRANSPORT AND,964,KURUDWADI TO PANDHARPUR,MoRTH,N24001101,1/2017,7/2019,N.A.,11/2023,307.63,N.A.,307.63,232.57,96.27
MAHARASHTRA,ROAD TRANSPORT AND,965,PANDHARPUR TO SANGOLA,MoRTH,N24001102,7/2017,7/2019,N.A.,12/2023,218.38,N.A.,218.38,182.63,99.78
MAHARASHTRA,ROAD TRANSPORT AND,966,CHIMUR TO WARORA,MoRTH,N24001105,11/2016,3/2019,N.A.,3/2019,467.7,N.A.,467.7,235.04,100
MAHARASHTRA,ROAD TRANSPORT AND,967,PEN TO KHOPOLI,MoRTH,N24001106,3/2018,3/2018,N.A.,1/2024,301.39,302,301.39,170.12,82.07
MAHARASHTRA,ROAD TRANSPORT AND,968,PANCHARAL TO MANDANGHAR,MoRTH,N24001107,7/2018,5/2020,N.A.,5/2020,381.08,302,381.08,45.66,0
MAHARASHTRA,ROAD TRANSPORT AND,969,KOLHA TO NASRATPUR,MoRTH,N24001111,4/2016,4/2019,N.A.,8/2024,281.78,282,281.78,77.83,0
MAHARASHTRA,ROAD TRANSPORT AND,970,NASRATPUR TO BARASGAON,MoRTH,N24001112,7/2016,9/2019,N.A.,3/2024,406.54,407,406.54,274.3,80.7
MAHARASHTRA,ROAD TRANSPORT AND,971,BARASGAON TO RAHATEE,MoRTH,N24001113,7/2016,9/2018,N.A.,12/2023,289.11,290,289.11,232.56,99
MAHARASHTRA,ROAD TRANSPORT AND,972,INDAPUR TO VADPALE,MoRTH,N24001114,1/2017,12/2019,N.A.,3/2024,1202.52,1656.94,1202.52,1450.82,61.42
MAHARASHTRA,ROAD TRANSPORT AND,973,PAITHAN TO SHIRUR,MoRTH,N24001122,3/2017,6/2019,N.A.,3/2024,341.8,N.A.,341.8,226.19,78.6
MAHARASHTRA,ROAD TRANSPORT AND,974,SHIRUR TO KHARDA,MoRTH,N24001123,2/2017,6/2019,N.A.,12/2023,381.77,N.A.,381.77,199.48,83.93
MAHARASHTRA,ROAD TRANSPORT AND,975,AURANGABAD TO SILLOD,MoRTH,N24001124,2/2017,6/2019,N.A.,12/2023,456.32,541.93,456.32,355.54,94.07
MAHARASHTRA,ROAD TRANSPORT AND,976,SILLOD TO FARDAPUR,MoRTH,N24001125,2/2017,6/2019,N.A.,12/2023,337.46,432.98,337.46,335.3,91.56
MAHARASHTRA,ROAD TRANSPORT AND,977,FARDAPUR TO JALGAON,MoRTH,N24001126,2/2017,6/2019,N.A.,6/2019,456.45,N.A.,456.45,427.43,89.88
MAHARASHTRA,ROAD TRANSPORT AND,978,KUMBHARI PHTA TO DEULGAON RAJA,MoRTH,N24001127,2/2017,6/2019,N.A.,2/2024,406.51,N.A.,406.51,340.26,86.45
MAHARASHTRA,ROAD TRANSPORT AND,979,BHOGAN KHURD TO KASHEDI,MoRTH,N24001132,9/2017,6/2021,N.A.,12/2023,743.21,743,743.21,911.64,88.69
MAHARASHTRA,ROAD TRANSPORT AND,980,KANTE TO WAKED,MoRTH,N24001134,3/2016,11/2019,N.A.,12/2024,1230.02,1230,1230.02,791.8,0
MAHARASHTRA,ROAD TRANSPORT AND,981,PARLI PIMPLA DAHIGUDA,MoRTH,N24001138,2/2017,6/2019,N.A.,8/2023,205.72,206,205.72,85.71,100
MAHARASHTRA,ROAD TRANSPORT AND,982,WARDHA TO ARVI,MoRTH,N24001150,2/2018,4/2020,N.A.,12/2023,313.58,N.A.,313.58,230.41,96
MAHARASHTRA,ROAD TRANSPORT AND,983,MOHOL TO WAKHARI PACKAGE1 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965,NHAI,N24001377,2/2019,1/2022,Aug-23,8/2023,731.89,731.99,731.99,684.03,0.5
MAHARASHTRA,ROAD TRANSPORT AND,984,WAKHARI TO KHUDUS PACKAGE2 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965,NHAI,N24001378,2/2019,1/2022,Jun-23,6/2023,362.46,372.46,372.46,346.15,0.7
MAHARASHTRA,ROAD TRANSPORT AND,985,KHUDUS TO DHARAMPURI PACKAGE 3 SANT DNYANESHWAR MAHARAJ PALKHI MARG SECTION OF NH965,NHAI,N24001379,2/2019,1/2022,Aug-23,8/2023,594.75,594.75,613.75,585.2,0.5
MAHARASHTRA,ROAD TRANSPORT AND,986,UPGRADATION OF ADHALGAON- JAMKHED SECTION OF NH-548 D FROM KM 132/600 TO KM 195/375 TO TWO LANE WITH,MoRTH,N24001448,11/2021,2/2022,N.A.,2/2022,223.35,N.A.,223.35,209.36,0
MAHARASHTRA,ROAD TRANSPORT AND,987,REPANPALLI TO SIRONCHA,MoRTH,N24001468,3/2022,6/2022,N.A.,N.A.,282.07,N.A.,282.07,34.65,0
MAHARASHTRA,ROAD TRANSPORT AND,988,TUNNEL AT KHAMBATAKI GHAT SECTION AND ITS APPROACHES FROM EXISTING KM. 771.730 TO EXISTING KM. 782.0,NHAI,N24001486,2/2019,2/2022,Nov-24,11/2024,493,N.A.,493,374.15,71.02
MAHARASHTRA,ROAD TRANSPORT AND,989,DHARAMPURI-LONAND FROM KM. 117.00 TO 166.40 (PKG-IV) ON MOHOL-ALANDI SECTION,NHAI,N24001488,9/2021,9/2023,Oct-24,10/2024,618.45,N.A.,618.45,582.77,89.8
MAHARASHTRA,ROAD TRANSPORT AND,990,6L OF KAGAL-SATARA SECTION FROM KM 658.000 TO KM 725.000 OF NH-48 (PKG-II),NHAI,N24001493,12/2022,12/2024,N.A.,12/2024,1749.86,N.A.,1749.86,1231,53.8
MAHARASHTRA,ROAD TRANSPORT AND,991,4L OF RATNAGIRI - KOLHAPUR SECTION OF NH-166 FROM KM 0.000 TO KM 19.769 AND KM 31.000 TO KM 67.140 (,NHAI,N24001495,11/2022,11/2024,N.A.,11/2024,930,N.A.,930,534.1,57.45
MAHARASHTRA,ROAD TRANSPORT AND,992,PATAS-VASUNDE PHATA - BARAMATI BYPASS,NHAI,N24001501,9/2021,9/2023,Jul-23,7/2023,531.86,532.41,532.41,520.71,0.5
MAHARASHTRA,ROAD TRANSPORT AND,993,4L OF BARAMATI TO INDAPUR (PKG-II) FROM KM. 41.400 TO KM. 84.550 OF NH-965G (SAINT TUKARAM MARG),NHAI,N24001502,9/2021,9/2023,Mar-24,12/2024,624.45,580.15,580.15,398.06,2
MAHARASHTRA,ROAD TRANSPORT AND,994,4L OF INDAPUR TO TONDLE (PKG-III) FROM KM.84.550 TO KM. 131.00 OF NH-965G (SAINT TUKARAM MARG),NHAI,N24001503,9/2021,9/2023,Mar-24,8/2024,667.66,666.21,666.21,510.09,9
MAHARASHTRA,ROAD TRANSPORT AND,995,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XI) [KM. 77.000 TO KM. 103.400] (GANJAD - TALSARI),NHAI,N24001504,5/2022,5/2024,Jan-25,1/2025,1260,N.A.,1260,463.45,84.01
MAHARASHTRA,ROAD TRANSPORT AND,996,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XII) [KM. 50.700 TO KM. 77.000] (MASVAN - GANJAD),NHAI,N24001505,3/2022,3/2024,Oct-24,10/2024,1549.02,N.A.,1549.02,526.31,51
MAHARASHTRA,ROAD TRANSPORT AND,997,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIII) [KM. 26.582 TO KM. 50.700] (SHIRSAD - MASVAN),NHAI,N24001506,2/2022,2/2024,Jun-25,6/2025,2747,N.A.,2747,929.38,60.75
MAHARASHTRA,ROAD TRANSPORT AND,998,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XIV) [KM. 3.000 TO KM. 20.200 OF SPUR] (SHIRSAD - AKLOLI),NHAI,N24001507,11/2022,5/2024,Aug-25,8/2025,1124,N.A.,1124,299.43,43.65
MAHARASHTRA,ROAD TRANSPORT AND,999,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XVI) [KM. 43.000 TO KM. 69.800 OF SPUR] (AMNE - BHOJ),NHAI,N24001508,11/2022,10/2024,N.A.,10/2024,1450,N.A.,1450,545.51,62
MAHARASHTRA,ROAD TRANSPORT AND,1000,VADODARA MUMBAI EXPRESSWAY (PHASE II - PKG XV) [KM. 20.200 TO KM. 43.000 OF SPUR] (AKLOLI - AMNE),NHAI,N24001521,11/2022,10/2024,Apr-25,4/2025,990,N.A.,990,296.63,50.1
