State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Physical Progress (%)
MANIPUR,ROAD TRANSPORT AND,1073,MARAM - PEREN PKG-3,NHIDCL,N24001439,8/2021,5/2023,N.A.,10/2024,467.41,N.A.,467.41,235.67,90.03
MANIPUR,ROAD TRANSPORT AND,1074,IMPHAL - KHONGSANG PKG-4,NHIDCL,N24001453,8/2021,12/2023,N.A.,2/2025,579.63,N.A.,579.63,131.58,51.98
MANIPUR,ROAD TRANSPORT AND,1075,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,NHIDCL,N24001473,9/2021,2/2024,N.A.,4/2025,310.76,N.A.,310.76,110.92,75.96
MANIPUR,ROAD TRANSPORT AND,1076,IMPHAL - KHONGSANG PKG-5,NHIDCL,N24001538,12/2021,5/2024,N.A.,3/2025,410.68,N.A.,410.68,105.71,50.78
MANIPUR,ROAD TRANSPORT AND,1077,IMPHAL - KHONGSANG PKG-6,NHIDCL,N24001539,12/2021,2/2025,N.A.,11/2025,504.76,N.A.,504.76,95.59,40.68
MANIPUR,ROAD TRANSPORT AND,1078,AKASH BRIDGE - JESSAMI SECTION PKG-2,NHIDCL,N24001540,3/2022,2/2025,N.A.,2/2025,152.11,N.A.,152.11,51.41,70.28
MANIPUR,ROAD TRANSPORT AND,1079,CONSTRUCTION OF 2-LANING WITH HARD SHOULDER ROAD OF UKHRUL - TOLOI - TADUBI SECTION OF NH-102A FROM,NHIDCL,N24001974,9/2021,1/2025,N.A.,1/2025,315.56,N.A.,315.56,53.46,43.9
MANIPUR,ROAD TRANSPORT AND,1080,LMPHAL TO JIRIBAM PKG-7,NHIDCL,N24002028,1/2023,12/2025,N.A.,12/2025,760.16,N.A.,760.16,63.8,27.18
MANIPUR,ROAD TRANSPORT AND,1081,UKHRUL TOLOI TADUBI PKG-2,NHIDCL,N24002131,3/2023,2/2026,N.A.,2/2026,578.98,N.A.,578.98,38.52,20.67
MEGHALAYA,DEPARTMENT OF HIGHER EDUCATION,1082,CONSTRUCTION AND DEVELOPMENT OF NATINAL INSTITUTE OF TECHNOLOGY MEGHALAYA PERMANENT CAMPUS AT SOHRA,RITES OF HIGHER,N42000001,9/2013,9/2014,Jul-24,7/2024,484.32,429.7,429.7,270.55,71.85
MEGHALAYA,DONER,1083,"CONSTRUCTION OF INTERNATIONAL CENTRE FOR PERFORMING ARTS AND CULTURE,SHILONG IN MEGALAYA UNDER NLCPR",HSCL FOR DONER,N12000103,4/2014,9/2017,N.A.,9/2017,151.33,N.A.,151.33,148.33,98.5
MEGHALAYA,RAILWAYS,1084,NEW BG LINE FROM BYRNIHAT TO SHILLONG,NFR,N22000205,4/2010,3/2021,N.A.,N.A.,906.46,1202.33,8324.28,269.8,2
MEGHALAYA,ROAD TRANSPORT AND,1085,WIDENING TO 2-LANE WITH GEOMETRIC IMPROVEMENTS OF TURA DALU ROAD UNDER JICA FUNDING FROM KM 85.000 T,NHIDCL,N24000771,4/2017,9/2021,Jul-23,3/2025,553.51,610.09,553.51,339.95,66.61
MEGHALAYA,ROAD TRANSPORT AND,1086,IMPROVEMENT/WIDENING TO 2- LANE WITH EARTHEN SHOULDERS FROM RANIKOR TO NONGJRI EXISTING CHAINAGE FROM,NHIDCL,N24000903,3/2019,3/2022,Dec-23,12/2023,306.28,N.A.,306.28,233.49,100
MEGHALAYA,ROAD TRANSPORT AND,1087,IMPROVEMENT/WIDENING TO 2- L WITH PAVED SHOULDER FROM (DESIGN KM 0.00 TO KM 10.670) / 4-LANING FROM (,NHIDCL,N24001313,11/2020,12/2023,Oct-25,10/2025,351.12,N.A.,351.12,216.06,20
MEGHALAYA,ROAD TRANSPORT AND,1088,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER FROM (DESIGN KM 10.670 TO KM 37.550) BETWEEN SHIL,NHIDCL,N24001314,11/2020,12/2023,N.A.,8/2026,525.68,N.A.,525.68,368.59,10.4
MEGHALAYA,ROAD TRANSPORT AND,1089,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER FROM (DESIGN KM 45.760 TO KM 63.530) BETWEEN SHIL,NHIDCL,N24001334,11/2020,12/2023,N.A.,4/2026,445.51,N.A.,445.51,191.35,3
MEGHALAYA,ROAD TRANSPORT AND,1090,IMPROVEMENT/WIDENING TO 2- LANE WITH PAVED SHOULDER / 4-LANING FROM (DESIGN KM 63.530 TO KM 71.520) B,NHIDCL,N24001335,11/2020,12/2023,N.A.,11/2026,284.21,N.A.,284.21,45.46,0.3
MEGHALAYA,ROAD TRANSPORT AND,1091,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-4 (KANAI- RONGARA),NHIDCL,N24001339,10/2020,4/2022,Jun-24,12/2024,157.86,146.92,157.86,145.57,97.49
MEGHALAYA,ROAD TRANSPORT AND,1092,RANIKOR-MAHESHKHOLA- BAGHMARA (RMB) PKG-3,NHIDCL,N24001360,3/2021,12/2022,Jun-24,11/2024,260.21,N.A.,260.21,195.81,86.38
MEGHALAYA,ROAD TRANSPORT AND,1093,REHABILITATION AND UPGRADATION OF NONGSTOIN TO WAHKAJI SECTION OF PROJECT ROAD KM 0.000 TO KM 43.06,MoRTH,N24001441,8/2020,2/2022,Sep-24,9/2024,302.88,N.A.,302.88,209.63,93
MEGHALAYA,ROAD TRANSPORT AND,1094,REHABITITATION AND UP GRADATION OF NONGSTOIN- RAMBRAI-KYRSHAI ROAD UP TO MEGHALAYA-ASSAM BORDER FROM,NHIDCL,N24001474,9/2021,5/2024,N.A.,1/2025,359.86,N.A.,359.86,215.22,77.9
MEGHALAYA,ROAD TRANSPORT AND,1095,RANIKOR- MAHESHKHOLA- BAGHMARA PKG-2,NHIDCL,N24001541,11/2021,6/2024,N.A.,12/2024,283.5,N.A.,283.5,195.48,70.19
MIZORAM,RAILWAYS,1096,"BHAIRABI SAIRONG, NL, NEFR",NFR,N22000100,4/2008,3/2014,N.A.,7/2025,2393.47,5021.45,8213.72,7404.29,93
MIZORAM,ROAD TRANSPORT AND,1097,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000857,4/2017,4/2023,Mar-24,11/2024,519.09,785.65,785.65,649.4,88
MIZORAM,ROAD TRANSPORT AND,1098,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000858,4/2017,7/2023,May-24,7/2024,640.07,990.88,1286.35,1189.51,99
MIZORAM,ROAD TRANSPORT AND,1099,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000859,4/2017,6/2023,Mar-24,3/2024,642.96,988.23,988.23,729.59,99.5
MIZORAM,ROAD TRANSPORT AND,1100,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000861,4/2017,4/2023,Nov-23,12/2024,473.18,688.25,688.25,514.74,83.5
MIZORAM,ROAD TRANSPORT AND,1101,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000862,4/2017,4/2023,Oct-23,12/2024,537.82,789.05,789.05,741.92,90
MIZORAM,ROAD TRANSPORT AND,1102,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000863,4/2017,6/2023,Feb-24,12/2024,518.53,906.76,906.76,783.27,87
MIZORAM,ROAD TRANSPORT AND,1103,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000864,4/2017,4/2024,Jul-24,12/2024,404.29,750.32,750.32,579.84,82
MIZORAM,ROAD TRANSPORT AND,1104,WIDENING AND UP-GRADATION TO 2-LANE WITH PAVED SHOULDER CONFIGURATION AND GEOMETRIC IMPROVEMENTS FRO,NHIDCL,N24000865,4/2017,9/2023,May-24,12/2024,428.11,746.39,746.39,579.7,87
MIZORAM,ROAD TRANSPORT AND,1105,CONSTRUCTION OF CHHIATHLANG -SERCHHIP BYPASS (PKG-1) ON AIZAWL- TUIPANG SECTION OF NH-54,NHIDCL,N24001277,9/2020,10/2022,Apr-24,6/2024,275.02,247.25,247.25,231.19,99.73
MIZORAM,ROAD TRANSPORT AND,1106,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH- 06 (PKG-I),NHIDCL,N24001278,3/2020,7/2022,Jan-24,6/2024,206.88,219.33,219.33,205.59,97.01
MIZORAM,ROAD TRANSPORT AND,1107,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH- 06 (PKG-III),NHIDCL,N24001281,3/2020,7/2022,Mar-24,6/2024,292.24,331.17,331.17,286.46,88
MIZORAM,ROAD TRANSPORT AND,1108,CONSTRUCTION OF TWO LANE WITH PAVED SHOULDER OF SELLING-DULTE SECTION OF NH- 06 (PKG-IV),NHIDCL,N24001283,3/2020,7/2022,Jan-24,1/2024,281.78,253.41,253.41,237.91,100
MIZORAM,ROAD TRANSPORT AND,1109,DULTE- KWALKULH - CHAMPAI PKG.1,NHIDCL,N24001355,3/2021,12/2022,Mar-24,3/2024,374.39,374.39,374.39,292.14,100
MIZORAM,ROAD TRANSPORT AND,1110,DULTE- KWALKULH - CHAMPAI PKG.2,NHIDCL,N24001356,3/2021,12/2022,Apr-24,4/2024,233.25,233.25,233.25,178.37,100
MIZORAM,ROAD TRANSPORT AND,1111,DULTE- KWALKULH - CHAMPAI PKG.3,NHIDCL,N24001357,3/2021,6/2023,Jan-24,1/2024,674.71,674.71,674.71,589.25,100
MIZORAM,ROAD TRANSPORT AND,1112,TLABUNG - LUNGLEI PKG-A,NHIDCL,N24001358,3/2021,12/2022,Dec-24,12/2025,698.44,698.45,698.45,371.93,40
MIZORAM,ROAD TRANSPORT AND,1113,TLABUNG - LUNGLEI PKG-B,NHIDCL,N24001359,3/2021,1/2023,Dec-24,12/2025,740.58,740.58,740.58,268.65,40
MIZORAM,ROAD TRANSPORT AND,1114,KEIFANG - TUVAI PKG-1,NHIDCL,N24001440,9/2021,5/2023,Jun-24,1/2025,492.94,492.94,492.94,353.98,84.44
MIZORAM,ROAD TRANSPORT AND,1115,UP-GRADATION TO 2-LANE WITH PAVED SHOULDERS OF NGOPA - PAWLRANG SECTION OF NH 102B OF AIZAWL - IMPHA,NHIDCL,N24001975,9/2021,2/2025,N.A.,2/2026,523.78,N.A.,523.78,200.2,36
MIZORAM,ROAD TRANSPORT AND,1116,KEIFANG - TUVAI PKG-3,NHIDCL,N24002027,12/2021,2/2025,N.A.,5/2026,500.88,N.A.,500.88,108.5,31
MULTI STATE,COAL,1117,NILJAI EXPANSION (DEEP) OC (3.5 MTY),WCL,N06000154,8/2016,3/2022,Mar-25,3/2025,319.76,319.76,319.76,281.4,98
MULTI STATE,COAL,1118,DURGAPUR EXTENSION (DEEP) OC (3.0 MTY),WCL,N06000157,2/2017,3/2021,Mar-25,3/2025,328,N.A.,328,321.43,96
MULTI STATE,COAL,1119,BINA KAKRI AMALGAMATION OCP 14 MTPA,NCL,N06000192,8/2020,3/2024,N.A.,3/2025,836.42,N.A.,836.42,649.16,53.43
MULTI STATE,DPIIT,1120,NATIONAL INDUSTRIAL CORRIDOR PROJECT,DMIC FOR DPIIT,N40000001,9/2011,3/2027,Mar-27,3/2027,20084,20084,20084,9718.22,50.99
MULTI STATE,PETROLEUM,1121,KOCHI-KOOTTANAD- BANGALORE-MANGALORE PIPELINE PHASE-II,GAIL,N16000285,6/2009,12/2012,Nov-24,3/2025,2915,5909,5909,3987.9,90
MULTI STATE,PETROLEUM,1122,SRIKAKULAM ANGUL PIPELINE PROJECT,GAIL,N16000388,9/2019,7/2022,Sep-24,9/2024,2658.34,N.A.,2658.34,1939,90.8
MULTI STATE,PETROLEUM,1123,DHAMRA HALDIA PIPELINE PROJECT,GAIL,N16000391,3/2020,11/2022,Mar-25,3/2025,1030.65,N.A.,1030.65,757.8,83.8
MULTI STATE,PETROLEUM,1124,MUMBAI NAGPUR JHARSUGUDA PIPELINE PROJECT,GAIL,N16000398,6/2020,5/2023,Oct-24,10/2024,7844.25,N.A.,7844.25,5606.9,88.2
MULTI STATE,PETROLEUM,1125,CGD PROJECT AT NAWADA AND KODERMA DISTRICTS,IOCL,N16000426,6/2019,12/2029,Mar-30,3/2030,169,N.A.,169,70.76,17.9
MULTI STATE,PETROLEUM,1126,NORTH EAST GAS GRID,IGGL,N16000439,11/2020,3/2024,Mar-25,3/2025,9265,9265,9265,5462.03,82.76
MULTI STATE,PETROLEUM,1127,GURDASPUR JAMMU PIPELINE,GAIL,N16000531,7/2023,7/2026,Jul-26,7/2026,521.92,521.92,521.92,3.5,11.9
MULTI STATE,POWER,1128,ESTABLISHMENT OF FIBER OPTIC COMMUNICATION SYSTEM IN NR UNDER FIBER OPTIC EXPANSION PROJECT (ADDITIO,PGCIL,N18000184,3/2015,3/2018,N.A.,9/2024,197.4,N.A.,197.4,161.89,96
MULTI STATE,POWER,1129,COMPREHENSIVE SCHEME FOR THE STRENGHTENING OF THE TRANSMISSION AND DISTRIBUTION SYSTEM IN A P,PGCIL,N18000249,12/2014,12/2018,Mar-25,3/2025,4754.42,9129.32,9129.32,6684.4,76.9
MULTI STATE,POWER,1130,NORTH EASTERN REGION POWER SYSTEM IMPROVEMENT PROJECT (NERPSIP) FOR SIX (6) STATES,PGCIL,N18000250,12/2014,12/2018,Mar-25,12/2024,5111.33,6700,6700,4910.84,94.9
MULTI STATE,POWER,1131,HVDC BIPOLE LINK BETWEEN WR AND SR -NORTH TRICHUR - SCHEME -II AC SYSTEM STRENGTHENING AT PUGALUR EN,PGCIL,N18000264,8/2017,2/2020,Apr-23,9/2025,1931.39,2635.55,2635.55,1962.64,99
MULTI STATE,POWER,1132,NORTH EASTERN REGION STRENGTHENING SCHEME-XII,PGCIL,N18000316,5/2021,3/2023,N.A.,8/2024,576.42,576.42,576.42,417.96,99
MULTI STATE,POWER,1133,TS FOR EVACUATION OF POWER FROM PAKALDUL HEP IN CHENAB VALLEY HEPS - LTA SYSTEM,PGCIL,N18000328,2/2022,4/2025,N.A.,4/2025,318.12,N.A.,318.12,139.55,83
MULTI STATE,POWER,1134,TRANSMISSION SYSTEM STRENGTHENING FOR SRINAGAR-LEH TRANSMISSION SYSTEM,PGCIL,N18000330,3/2022,12/2024,N.A.,12/2024,288.71,N.A.,288.71,66.79,37
MULTI STATE,POWER,1135,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,N18000331,2/2022,9/2023,N.A.,12/2024,359.47,N.A.,359.47,177.07,57
MULTI STATE,POWER,1136,TRANSMISSION SYSTEM STRENGTHENING SCHEME FOR EVACUATION OF POWER FROM SOLAR ENERGY ZONES IN RAJASTHA,PGCIL,N18000332,5/2022,11/2023,N.A.,12/2024,1666,N.A.,1666,1245.12,80
MULTI STATE,POWER,1137,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART B,PGCIL,N18000337,7/2022,6/2023,N.A.,12/2024,4546.26,N.A.,4546.26,2028.05,58
MULTI STATE,POWER,1138,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,PGCIL,N18000338,7/2022,3/2025,N.A.,3/2025,186.19,N.A.,186.19,58.13,53
MULTI STATE,POWER,1139,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,PGCIL,N18000343,10/2022,10/2025,N.A.,10/2025,307.87,N.A.,307.87,61.61,51
MULTI STATE,POWER,1140,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A PART B,PGCIL,N18000352,3/2023,11/2024,N.A.,11/2024,3546.94,N.A.,3546.94,931.24,35
MULTI STATE,POWER,1141,ER WR TRANSMISSION LIMITED,PGCIL,N18000353,3/2023,3/2025,N.A.,3/2025,281.16,N.A.,281.16,24.44,24
MULTI STATE,RAILWAYS,1142,"NANGALDAM-TALWARA(NL),NR",NR,220100188,3/1981,7/2012,N.A.,11/2024,450,N.A.,2017.96,1190.75,0
MULTI STATE,RAILWAYS,1143,"LALITPUR-SATNA-REWA- SINGRULI NL, (NCR)",WCR,220100232,9/1998,5/2008,N.A.,3/2025,247.66,N.A.,8248.5,2500.34,67
MULTI STATE,RAILWAYS,1144,CHHAPRA-BALLIA UP,NER,N22000134,3/2013,1/2019,N.A.,2/2025,295,954,954,967.6,92
MULTI STATE,RAILWAYS,1145,CHOTTAUDEPUR-DHAR(NL),WR,N22000138,4/2007,3/2022,Dec-26,12/2026,1347.26,1793.63,1793.63,1414.28,58
MULTI STATE,RAILWAYS,1146,"DAHOD-INDORE VIA SARDARPUR, JHABUA AND DHAR (NL)",WR,N22000139,4/2007,3/2022,Feb-28,2/2028,1640.04,1873.1,2873.11,1951.89,58
MULTI STATE,RAILWAYS,1147,GWALIOR-SEOPURKALA WITH EXTENSION TO KOTA (GC),NCR,N22000148,4/2011,3/2022,N.A.,12/2024,2912.96,N.A.,3845.6,1024.32,0
MULTI STATE,RAILWAYS,1148,DHOLPUR-SIRMUTTRA WITH EXTENSION TO GANGAPURCITY AND MOHARI-TANTPUR AND TANPUR-BANSI PAHARPUR,NCR,N22000158,4/2010,,Dec-26,12/2026,2030.5,746.83,746.83,61.78,19
MULTI STATE,RAILWAYS,1149,NEW BONGAIGAON-RANGIA- KAMAKGHYA DOUBLING,NFR,N22000183,4/2013,3/2019,N.A.,8/2024,1798,N.A.,2832.35,2992.22,87
MULTI STATE,RAILWAYS,1150,NEW BG LINE FROM BALURGHAT TO HILLY NFR,NFR,N22000206,4/2010,3/2020,N.A.,3/2027,242.22,N.A.,1208.73,386.7,5
MULTI STATE,RAILWAYS,1151,NEW BG LINE FROM JAGBANI TO BIRATNAGAR,NFR,N22000207,4/2010,,N.A.,3/2023,241.52,N.A.,401.65,343.3,85.42
MULTI STATE,RAILWAYS,1152,MURKONGSELEK-PASIGHAT NL,NFR,N22000208,4/2011,3/2020,N.A.,3/2025,414.84,N.A.,1265.16,525.85,30
MULTI STATE,RAILWAYS,1153,MADURAI-TUTICORIN VIA ARUPPUKKOTTAI,SR,N22000215,4/2011,3/2019,Dec-27,12/2027,120.7,N.A.,2053.39,342.13,14
MULTI STATE,RAILWAYS,1154,PIRPAINTI-JASIDIH,ER,N22000219,4/2013,3/2022,Mar-28,3/2028,915.98,N.A.,2137.81,794.28,45
MULTI STATE,RAILWAYS,1155,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION,SCR,N22000261,4/2012,3/2023,N.A.,3/2025,1856.95,N.A.,1952.68,1267.8,0
MULTI STATE,RAILWAYS,1156,DEOBAND (MUZAFFARNAGAR)- ROORKEE NL,NR,N22000274,4/2007,,N.A.,2/2024,336.91,N.A.,791.39,572.99,40
MULTI STATE,RAILWAYS,1157,RAYADURGA-TUMKUR NL,SWR,N22000279,4/2007,,N.A.,2/2027,2062.3,2495.59,2495.59,1393.73,60
MULTI STATE,RAILWAYS,1158,PHULERA - DIGANA DOUBLING,NWR,N22000326,5/2015,3/2020,Apr-24,4/2024,600,N.A.,701.81,724.88,100
MULTI STATE,RAILWAYS,1159,HOTGI-KUDGI-GADAG,SWR,N22000333,3/2015,3/2019,N.A.,6/2025,1614.59,1877.81,2458.87,2352.18,88
MULTI STATE,RAILWAYS,1160,KAZIPET-BALHRSHA,SCR,N22000367,4/2015,3/2021,N.A.,1/2025,2063.03,N.A.,2909,2540.39,0
MULTI STATE,RAILWAYS,1161,MUMBAI AHMEDABAD HIGH SPEED RAIL PROJECT,NHSRCL,N22000463,12/2015,12/2023,N.A.,8/2027,108000,N.A.,108000,63130,45.36
MULTI STATE,RAILWAYS,1162,WESTERN DEDICATED FREIGHT CORRIDOR,DFCC,N22000464,11/2007,3/2020,N.A.,3/2020,16592,51101,51101,47476,81
MULTI STATE,RAILWAYS,1163,CHANDIGARH-BADDI,NR,N22000467,4/2007,3/2023,N.A.,6/2025,328.14,N.A.,1540.14,482.67,10
MULTI STATE,RAILWAYS,1164,NARAYANGARH TO BHADRAK 3RD LINE (155 KM),SER,N22000506,3/2019,5/2023,N.A.,12/2025,1866.31,N.A.,1866.31,1563.76,52
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1165,VARANASI-AURANGABAD KM.786 TO KM.978.40,NHAI,N24000182,9/2011,3/2014,N.A.,9/2024,2848,N.A.,3241.56,3901.66,85.25
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1166,4/6L OF SPUR TO HARIDWAR (GREENFIELD) FROM KM. 0.000 TO KM. 49.000,NHAI,N24001628,11/2021,2/2025,N.A.,2/2025,2155.95,N.A.,2155.95,1026,41.01
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1167,6L WITH ACCESS CONTROL PROVISION SAHARANPUR BYPASS TO GANESHPUR SECTION FROM 13.89 KM TO 41.820 KM O,NHAI,N24001629,4/2022,11/2024,N.A.,11/2024,796.65,N.A.,796.65,234.99,50.5
MULTI STATE,SHIPPING AND PORTS,1168,JAL MARG VIKAS PROJECT,IWAI,N25000072,1/2018,3/2023,Dec-25,12/2025,5369.18,4633.81,5061.15,3026.67,59.39
MULTI STATE,TELECOMMUNICA,1169,NETWORK FOR SPECTRUM,DOT,N26000101,3/2012,7/2015,Sep-23,8/2024,13334,34953.45,34953.45,22626.69,97.7
MULTI STATE,TELECOMMUNICA,1170,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,BSNL,N26000114,3/2020,6/2021,Nov-21,10/2024,461.42,461.42,461.42,159.98,81
MULTI STATE,TELECOMMUNICA,1171,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING (IPMPLS) NETWORK and,BSNL,N26000115,3/2023,3/2024,Jul-24,7/2024,185.27,N.A.,239.6,146.93,100
MULTI STATE,TELECOMMUNICA,1172,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK (MAAN) IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,N26000116,5/2023,8/2024,N.A.,8/2024,645.13,N.A.,645.13,184.7,57.86
MULTI STATE,TELECOMMUNICA,1173,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION and ANNUAL MAINTENANCE OF,BSNL,N26000117,6/2023,6/2025,N.A.,6/2025,24544.55,N.A.,24556.35,2696.09,22.25
MULTI STATE,TELECOMMUNICA,1174,OPTICAL TRANSPORT NETWORK (OTN) PH-4 IN BSNL,BSNL,N26000118,2/2024,8/2025,N.A.,8/2025,810.99,N.A.,810.99,0,0
MULTI STATE,URBAN DEVELOPMENT,1175,DELHI GHAZIABAD MEERUT RRTS CORRIDOR,NCRTC,N28000134,3/2019,6/2025,N.A.,6/2025,30274,N.A.,30274,21810.99,79.2
NAGALAND,PETROLEUM,1176,"AUGMENTATION OF DIMAPUR DEPOT, DIMAPUR",IOCL,N16000529,8/2023,11/2027,N.A.,11/2027,227.62,N.A.,227.62,0,2.1
NAGALAND,RAILWAYS,1177,NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR),NFR,N22000124,4/2006,3/2015,N.A.,12/2029,2326.52,6663.2,6663.2,3584.63,53
NAGALAND,ROAD TRANSPORT AND,1178,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 123.840 TO KM 138.775 (EXISTING KM 124.100 TO KM 1,NHIDCL,N24000686,3/2016,9/2019,Nov-22,12/2024,373.07,534.41,534.41,382.5,99.81
NAGALAND,ROAD TRANSPORT AND,1179,FOUR LANING OF EXISTING DIMAPUR KOHIMA ROAD FROM DESIGN KM 152.490 TO KM 166.700 (EXISTING KM 156.00,NHIDCL,N24000688,3/2016,8/2022,Sep-25,9/2025,429.52,794.74,794.74,279.04,81.54
NAGALAND,ROAD TRANSPORT AND,1180,(I) CONSTRUCTION OF FOUR/SIX LANING FROM KM 132.375 TO KM 158.058 (TOTAL NEW ALIGNMENT LENGTH OF 20.,NHIDCL,N24000752,2/2017,9/2020,Feb-23,12/2024,387,688.12,688.12,387.5,99.32
NAGALAND,ROAD TRANSPORT AND,1181,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING,NHIDCL,N24000753,3/2018,11/2022,Aug-24,12/2024,500.09,698.81,698.81,365.22,94.4
NAGALAND,ROAD TRANSPORT AND,1182,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF CHAKABAMA-ZUNHEBOTO ROAD FROM EXISTING KM 52.370 TO,NHIDCL,N24000756,3/2018,9/2022,Jan-23,7/2024,285.68,N.A.,285.68,174.28,99.9
NAGALAND,ROAD TRANSPORT AND,1183,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 20.456 TO,NHIDCL,N24000763,3/2018,12/2021,Aug-22,8/2025,215.79,N.A.,215.79,100.83,21.47
NAGALAND,ROAD TRANSPORT AND,1184,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 60.345 TO,NHIDCL,N24000765,3/2018,9/2018,Jun-23,9/2025,323.98,N.A.,323.98,78.61,16.03
NAGALAND,ROAD TRANSPORT AND,1185,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM. 168 TO 183.783 (YESEMYONG TO UNGER) ON MOKOKCHUN,MoRTH,N24001179,3/2017,11/2020,Feb-23,2/2023,217.35,N.A.,217.35,214.18,100
NAGALAND,ROAD TRANSPORT AND,1186,WIDENING OF EXISTING SINGLE/INTERMEDIATE LANE ROAD TO 2 LANE ROAD FROM KM. 83.00 TO KM 101.00 ON NH-,MoRTH,N24001180,3/2019,12/2022,Jan-23,1/2023,237.51,N.A.,237.51,201.2,100
NAGALAND,ROAD TRANSPORT AND,1187,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DESIGN KM10.500 TO 21.00KM [D,NHIDCL,N24001255,9/2020,10/2022,Apr-24,9/2024,277.44,N.A.,277.44,160.81,62.14
NAGALAND,ROAD TRANSPORT AND,1188,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DSIGN KM32.0 TO KM43.454 [DES,NHIDCL,N24001258,8/2020,4/2022,Apr-23,2/2025,202.36,N.A.,202.36,70.06,26.96
NAGALAND,ROAD TRANSPORT AND,1189,UPGRADATION OF EXISTING ROAD TO 2-LANE WITH PAVED SHOULDER FROM KOHIMA TO MAO FROM KM 185.540 TO KM,NHIDCL,N24001259,9/2020,4/2022,May-24,2/2025,315.63,N.A.,315.63,95.84,74.23
