State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Progress (%)
MULTI STATE,POWER,1100,TRANSMISSION NETWORK EXPANSION IN GUJARAT TO INCREASE ATC FROM ISTS: PART C,PGCIL,N18000338,7/2022,3/2025,N.A.,3/2025,186.19,N.A.,186.19,66.53,68
MULTI STATE,POWER,1101,SYSTEM STRENGTHENING SCHEME FOR EASTERN AND NORTH EASTERN REGION,PGCIL,N18000343,10/2022,10/2025,N.A.,10/2025,307.87,N.A.,307.87,101.31,59
MULTI STATE,POWER,1102,TRANSMISSION SYSTEM FOR KURNOOL WIND ENERGY ZONE SOLAR ENERGY ZONE (AP) PART- A PART B,PGCIL,N18000352,3/2023,11/2024,N.A.,3/2025,"3,546.94",N.A.,"3,546.94","1,687.14",68
MULTI STATE,POWER,1103,ER WR TRANSMISSION LIMITED,PGCIL,N18000353,3/2023,3/2025,N.A.,3/2025,281.16,N.A.,281.16,54.14,50
MULTI STATE,RAILWAYS,1104,"NANGALDAM-TALWARA(NL),NR",NR,220100188,3/1981,7/2012,Jan-27,1/2027,450.00,N.A.,"2,017.96","1,487.70",70
MULTI STATE,RAILWAYS,1105,"LALITPUR-SATNA-REWA- SINGRULI NL, (NCR)",WCR,220100232,9/1998,5/2008,N.A.,3/2025,247.66,63.57,"8,248.50","2,520.04",43
MULTI STATE,RAILWAYS,1106,CHHAPRA-BALLIA UP,NER,N22000134,3/2013,1/2019,N.A.,2/2025,295.00,954.00,995.82,992.64,95
MULTI STATE,RAILWAYS,1107,CHOTTAUDEPUR-DHAR(NL),WR,N22000138,4/2007,3/2022,Dec-27,12/2027,"1,347.26","1,793.63","1,793.63","1,498.69",58
MULTI STATE,RAILWAYS,1108,"DAHOD-INDORE VIA SARDARPUR, JHABUA AND DHAR (NL)",WR,N22000139,4/2007,3/2022,Feb-27,2/2027,"1,640.04","1,873.10","2,873.11","2,247.16",58
MULTI STATE,RAILWAYS,1109,GWALIOR-SEOPURKALA WITH EXTENSION TO KOTA (GC),NCR,N22000148,4/2011,3/2022,N.A.,12/2024,"2,912.96",N.A.,"3,845.60","1,024.32",0
MULTI STATE,RAILWAYS,1110,DHOLPUR-SIRMUTTRA WITH EXTENSION TO GANGAPURCITY AND MOHARI-TANTPUR AND TANPUR-BANSI PAHARPUR,NCR,N22000158,4/2010,,Dec-26,12/2026,"2,030.50",746.83,746.83,81.25,19
MULTI STATE,RAILWAYS,1111,NEW BONGAIGAON-RANGIA- KAMAKGHYA DOUBLING,NFR,N22000183,4/2013,3/2019,N.A.,10/2024,"1,798.00",N.A.,"2,832.35","3,296.05",99.5
MULTI STATE,RAILWAYS,1112,NEW BG LINE FROM BALURGHAT TO HILLY NFR,NFR,N22000206,4/2010,3/2020,N.A.,3/2027,242.22,N.A.,"1,195.95",389.34,5
MULTI STATE,RAILWAYS,1113,NEW BG LINE FROM JAGBANI TO BIRATNAGAR,NFR,N22000207,4/2010,,N.A.,3/2023,241.52,N.A.,401.65,343.30,85.42
MULTI STATE,RAILWAYS,1114,MURKONGSELEK-PASIGHAT NL,NFR,N22000208,4/2011,3/2020,N.A.,5/2025,414.84,N.A.,"1,265.16",619.09,37
MULTI STATE,RAILWAYS,1115,PIRPAINTI-JASIDIH,ER,N22000219,4/2013,3/2022,Mar-28,3/2028,915.98,N.A.,"2,610.84",810.98,45
MULTI STATE,RAILWAYS,1116,KAZIPET-VIJAYAWADA 3RD LINE WITH ELECTRIFICATION,SCR,N22000261,4/2012,3/2023,N.A.,3/2025,"1,856.95",N.A.,"1,952.68","1,469.05",0
MULTI STATE,RAILWAYS,1117,DEOBAND (MUZAFFARNAGAR)- ROORKEE NL,NR,N22000274,4/2007,,N.A.,2/2024,336.91,N.A.,791.39,572.99,40
MULTI STATE,RAILWAYS,1118,RAYADURGA-TUMKUR NL,SWR,N22000279,4/2007,,N.A.,2/2027,"2,062.30","2,495.59","2,495.59","1,433.51",60
MULTI STATE,RAILWAYS,1119,HOTGI-KUDGI-GADAG,SWR,N22000333,3/2015,3/2019,N.A.,6/2025,"1,614.59","1,877.81","2,458.87","2,412.54",89
MULTI STATE,RAILWAYS,1120,KAZIPET-BALHRSHA,SCR,N22000367,4/2015,3/2021,N.A.,1/2025,"2,063.03",N.A.,"2,909.00","2,649.56",0
MULTI STATE,RAILWAYS,1121,MUMBAI AHMEDABAD HIGH SPEED RAIL PROJECT,NHSRCL,N22000463,12/2015,12/2023,N.A.,8/2027,"108,000.00",N.A.,"108,000.00","68,101.00",47.6
MULTI STATE,RAILWAYS,1122,WESTERN DEDICATED FREIGHT CORRIDOR,DFCC,N22000464,11/2007,3/2020,N.A.,3/2020,"16,592.00","51,101.00","51,101.00","47,476.00",83
MULTI STATE,RAILWAYS,1123,CHANDIGARH-BADDI,NR,N22000467,4/2007,3/2023,Apr-26,4/2026,328.14,"1,540.14","1,540.14",876.80,14
MULTI STATE,RAILWAYS,1124,NARAYANGARH TO BHADRAK 3RD LINE (155 KM),SER,N22000506,3/2019,5/2023,N.A.,6/2026,"1,866.31",N.A.,"1,866.31","1,676.08",55
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1125,VARANASI-AURANGABAD KM.786 TO KM.978.40,NHAI,N24000182,9/2011,3/2014,N.A.,9/2024,"2,848.00",N.A.,"3,241.56","3,901.66",86.14
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1126,4/6L OF SPUR TO HARIDWAR (GREENFIELD) FROM KM. 0.000 TO KM. 49.000,NHAI,N24001628,11/2021,2/2025,N.A.,2/2025,"2,155.95",N.A.,"2,155.95","1,178.79",50.62
MULTI STATE,ROAD TRANSPORT AND HIGHWAYS,1127,6L WITH ACCESS CONTROL PROVISION SAHARANPUR BYPASS TO GANESHPUR SECTION FROM 13.89 KM TO 41.820 KM O,NHAI,N24001629,4/2022,11/2024,Dec-24,11/2024,796.65,N.A.,796.65,296.71,65.95
MULTI STATE,SHIPPING AND PORTS,1128,JAL MARG VIKAS PROJECT,IWAI,N25000072,1/2018,3/2023,Dec-25,12/2025,"5,369.18","5,061.15","5,061.15","3,131.61",62.04
MULTI STATE,TELECOMMUNICATIONS,1129,PHASE-I OF CONSOLIDATION OF EXISTING CDR DATA CENTERS AND NIB-P3 DATA CENTERS WITH STATE OF THE ART,BSNL,N26000114,3/2020,6/2021,Nov-21,3/2025,461.42,461.42,461.42,159.98,81
MULTI STATE,TELECOMMUNICATIONS,1130,SUPER EDGE ROUTERS FOR BSNL INTERNET PROTOCOL - MULTI PROTOCOL LEBEL SWITCHING (IPMPLS) NETWORK and,BSNL,N26000115,3/2023,3/2024,Jul-24,12/2024,239.60,N.A.,239.60,170.64,100
MULTI STATE,TELECOMMUNICATIONS,1131,MPLS-IP BASED ACCESS AND AGGREGATION NETWORK (MAAN) IN BSNL ALONG WITH TEST AND MEASURING EQUIPMENT,BSNL,N26000116,5/2023,8/2024,Nov-24,11/2024,645.13,N.A.,645.13,268.77,85.63
MULTI STATE,TELECOMMUNICATIONS,1132,PLANNIN ENGINEERING SUPPLY INSTALLATION TESTING COMMISSIONING INTEGARTION and ANNUAL MAINTENANCE OF,BSNL,N26000117,6/2023,6/2025,N.A.,6/2025,"24,556.35","24,544.55","24,544.55","4,774.91",60.11
MULTI STATE,TELECOMMUNICATIONS,1133,OPTICAL TRANSPORT NETWORK (OTN) PH-4 IN BSNL,BSNL,N26000118,2/2024,8/2025,N.A.,8/2025,810.99,N.A.,810.99,400.00,66.45
MULTI STATE,URBAN DEVELOPMENT,1134,DELHI GHAZIABAD MEERUT RRTS CORRIDOR,NCRTC,N28000134,3/2019,6/2025,N.A.,6/2025,"30,274.00",N.A.,"30,274.00","23,202.31",81.3
NAGALAND,PETROLEUM,1135,"AUGMENTATION OF DIMAPUR DEPOT, DIMAPUR",IOCL,N16000529,8/2023,11/2027,N.A.,11/2027,227.62,N.A.,227.62,0.48,10.7
NAGALAND,RAILWAYS,1136,NEW LINE FROM DIMAPUR TO ZUBZA(KOHIMA) NATIONAL PROJECT (NEFR),NFR,N22000124,4/2006,3/2015,N.A.,12/2029,"2,326.52","6,663.20","6,663.20","3,908.49",62
NAGALAND,ROAD TRANSPORT AND,1137,FOUR LANING OF DIMAPUR KOHIMA ROAD FROM DESIGN KM 123.840 TO KM 138.775 (EXISTING KM 124.100 TO KM 1,NHIDCL,N24000686,3/2016,9/2019,Nov-22,12/2024,373.07,534.41,534.41,382.50,99.81
NAGALAND,ROAD TRANSPORT AND,1138,FOUR LANING OF EXISTING DIMAPUR KOHIMA ROAD FROM DESIGN KM 152.490 TO KM 166.700 (EXISTING KM 156.00,NHIDCL,N24000688,3/2016,8/2022,Sep-25,9/2025,429.52,794.74,794.74,291.85,83.89
NAGALAND,ROAD TRANSPORT AND,1139,(I) CONSTRUCTION OF FOUR/SIX LANING FROM KM 132.375 TO KM 158.058 (TOTAL NEW ALIGNMENT LENGTH OF 20.,NHIDCL,N24000752,2/2017,9/2020,Feb-23,12/2024,387.00,688.12,688.12,387.50,99.32
NAGALAND,ROAD TRANSPORT AND,1140,(II) CONSTRUCTION OF DIMAPUR BYPASS (ASSAM PORTION) OF 4/6 LANE PAVEMENT ON EPC BASIS FROM EXISTING,NHIDCL,N24000753,3/2018,11/2022,Aug-24,12/2024,500.09,698.81,698.81,373.62,95.67
NAGALAND,ROAD TRANSPORT AND,1141,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF CHAKABAMA-ZUNHEBOTO ROAD FROM EXISTING KM 52.370 TO,NHIDCL,N24000756,3/2018,9/2022,Jan-23,7/2024,285.68,N.A.,285.68,174.28,99.9
NAGALAND,ROAD TRANSPORT AND,1142,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 20.456 TO,NHIDCL,N24000763,3/2018,12/2021,Aug-22,8/2025,215.79,N.A.,215.79,114.99,40.71
NAGALAND,ROAD TRANSPORT AND,1143,CONSTRUCTION OF TWO LANE WITH HARD SHOULDERS OF MERANGKONG-TAMLU-MON ROAD FROM EXISTING KM 60.345 TO,NHIDCL,N24000765,3/2018,9/2018,Jun-23,9/2025,323.98,N.A.,323.98,93.80,30.19
NAGALAND,ROAD TRANSPORT AND,1144,CONSTRUCTION OF 2 LANE WITH PAVED SHOULDER FROM KM. 168 TO 183.783 (YESEMYONG TO UNGER) ON MOKOKCHUN,MoRTH,N24001179,3/2017,11/2020,Feb-23,2/2023,217.35,N.A.,217.35,214.18,100
NAGALAND,ROAD TRANSPORT AND,1145,WIDENING OF EXISTING SINGLE/INTERMEDIATE LANE ROAD TO 2 LANE ROAD FROM KM. 83.00 TO KM 101.00 ON NH-,MoRTH,N24001180,3/2019,12/2022,Jan-23,1/2023,237.51,N.A.,237.51,201.20,100
NAGALAND,ROAD TRANSPORT AND,1146,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DESIGN KM10.500 TO 21.00KM [D,NHIDCL,N24001255,9/2020,10/2022,Apr-24,9/2024,277.44,N.A.,277.44,164.96,62.57
NAGALAND,ROAD TRANSPORT AND,1147,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DESIGN KM21.0 TO KM32.0 [DESIG,NHIDCL,N24001257,8/2020,10/2022,Jun-25,6/2025,159.85,342.29,159.85,80.30,17.09
NAGALAND,ROAD TRANSPORT AND,1148,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DSIGN KM32.0 TO KM43.454 [DES,NHIDCL,N24001258,8/2020,4/2022,Apr-23,2/2025,202.36,N.A.,202.36,72.03,26.96
NAGALAND,ROAD TRANSPORT AND,1149,UPGRADATION OF EXISTING ROAD TO 2-LANE WITH PAVED SHOULDER FROM KOHIMA TO MAO FROM KM 185.540 TO KM,NHIDCL,N24001259,9/2020,4/2022,May-24,2/2025,315.63,N.A.,315.63,95.84,74.23
NAGALAND,ROAD TRANSPORT AND,1150,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE II),NHIDCL,N24001282,3/2020,6/2022,N.A.,1/2026,355.79,N.A.,355.79,109.24,60.6
NAGALAND,ROAD TRANSPORT AND,1151,2-LANING OF CHANGTONGYA TO LONGLENG ROAD OF NH-702 (PKG-I),NHIDCL,N24001286,3/2020,6/2022,Oct-22,6/2023,278.95,N.A.,278.95,166.29,100
NAGALAND,ROAD TRANSPORT AND,1152,2 LANING OF KOHIMA - JESSAMI SECTION (PACKAGE V),NHIDCL,N24001287,4/2020,12/2021,Nov-25,11/2025,330.80,N.A.,330.80,115.30,63.65
NAGALAND,ROAD TRANSPORT AND,1153,CONSTRUCTION OF 2-LANE WITH PAVED SHOULDER OF KOHIMA-BYPASS ROAD FROM DESIGN KM 0.00 TO KM 10.500 [D,NHIDCL,N24001288,8/2020,4/2022,Nov-26,11/2026,232.29,350.88,232.29,46.11,3.33
NAGALAND,ROAD TRANSPORT AND,1154,CHANGTONGYA TO LONGLENG ROAD PKG-2,NHIDCL,N24001389,3/2020,6/2022,Sep-22,1/2025,206.53,N.A.,206.53,119.25,99.4
NAGALAND,ROAD TRANSPORT AND,1155,PEREN-DIMAPUR SECTION PKG- 2,NHIDCL,N24001406,7/2021,3/2023,Sep-25,9/2025,258.52,N.A.,258.52,65.31,62.71
NAGALAND,ROAD TRANSPORT AND,1156,PEREN-DIMAPUR PKG-5,NHIDCL,N24001407,2/2021,3/2023,N.A.,3/2023,207.33,N.A.,207.33,0.00,0
NAGALAND,ROAD TRANSPORT AND,1157,MERANGKONG-TAMLU-MON (MTM) PKG-5,NHIDCL,N24001438,7/2021,12/2023,N.A.,9/2025,161.73,N.A.,161.73,48.16,34.09
NAGALAND,ROAD TRANSPORT AND,1158,WIDENING OF EXISTING SINGLE LANE / INTERMEDIATE LANE ROAD TO 2 LANE FROM KM 101 TO KM 125 OF NH 61 I,MoRTH,N24001465,6/2020,9/2024,Jun-26,6/2026,252.19,N.A.,252.19,0.28,0
NAGALAND,ROAD TRANSPORT AND,1159,WIDENING TO EXISTING SINGLE LANE /INTERMEDIATE LANE TO 2 LANE FROM KM185.00 TO KM 220.00 OF NH-61 (N,MoRTH,N24001466,3/2021,7/2024,Mar-25,3/2025,297.24,N.A.,297.24,121.34,67.62
NAGALAND,ROAD TRANSPORT AND,1160,WIDENING TO EXISTING SINGRE/INTERMEDIATE RANE TO 2 LANE FROM KM 135 TO KM 147 AND FROM KM 156.00 TO,MoRTH,N24001467,3/2021,2/2024,Jan-25,1/2025,226.44,N.A.,226.44,116.20,82.13
NAGALAND,ROAD TRANSPORT AND,1161,CONSTRUCTION OF 2 LANE WITH HARD SHOULDER FROM DESIGN CHAINAGE KM 283.000 TO KM 325.440 (5- LEGGED J,NHIDCL,N24001475,3/2022,12/2024,N.A.,12/2024,605.36,N.A.,605.36,227.62,91.89
NAGALAND,ROAD TRANSPORT AND,1162,WIDENING OF EXISTING SINGLE LANE ROAD TO INTERMEDIATE LANE ROAD FROM MOKOKCHUNG TO CHARE VIA DIKHU I,MoRTH,N24001855,2/2021,6/2025,Jun-25,6/2025,192.93,N.A.,192.93,68.29,67.79
NAGALAND,ROAD TRANSPORT AND,1163,PEREN-DIMAPUR PKG-3,NHIDCL,N24001912,2/2021,6/2025,N.A.,6/2025,177.77,199.02,199.02,24.06,33.55
NAGALAND,ROAD TRANSPORT AND,1164,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH- 202K FOR PACKAGE-I (DESIGN CH,NHIDCL,N24001976,12/2022,2/2026,N.A.,2/2026,430.24,N.A.,430.24,41.48,25.6
NAGALAND,ROAD TRANSPORT AND,1165,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH- 202K FOR PACKAGE-II (DESIGN C,NHIDCL,N24001977,12/2022,2/2026,N.A.,2/2026,442.54,N.A.,442.54,17.58,12.53
NAGALAND,ROAD TRANSPORT AND,1166,WIDENING TO 2 LANE WITH HARD SHOULDER OF AKEGWO- AVANGKHU SECTION OF NH- 202K FOR PACKAGE-III (DESIGN,NHIDCL,N24001978,12/2022,2/2026,N.A.,2/2026,497.18,N.A.,497.18,78.00,37.8
ODISHA,COAL,1167,BASUNDHARA (WEST) OC EXTN(7.00 MTY),MCL,N06000112,5/2014,3/2019,N.A.,3/2027,479.15,N.A.,479.15,266.76,62
ODISHA,COAL,1168,SIARMAL OCP (40.00MTY),MCL,N06000113,2/2021,3/2029,N.A.,3/2029,"5,194.96",N.A.,"5,194.96","3,407.78",42.7
ODISHA,COAL,1169,GARJANBAHAL OCP,MCL,N06000117,11/2014,3/2021,N.A.,3/2026,"1,375.38",N.A.,"1,375.38",836.84,58
ODISHA,COAL,1170,INTEGRATED LAKHANPUR- BELPAHAR-LILARI OCP,MCL,N06000167,5/2018,3/2027,N.A.,3/2027,"2,434.75",N.A.,"2,434.75","1,847.87",55
ODISHA,COAL,1171,REORGANISATION OF BHARATPUR OCP EXPANSION,MCL,N06000171,11/2018,3/2029,N.A.,3/2029,"2,838.87",N.A.,"2,838.87","1,675.54",44.5
ODISHA,COAL,1172,TALABIRA II AND III OCP,NLC,N06000189,7/2017,1/2027,N.A.,1/2027,"2,401.07",N.A.,"2,401.07","1,399.68",53.8
ODISHA,COAL,1173,NAINI COAL MINE,SCCL,N06000203,3/2020,3/2024,N.A.,3/2026,494.30,N.A.,494.30,491.33,35
ODISHA,COAL,1174,BHUBANESWARI EXPANSION OCP,MCL,N06000227,3/2024,3/2031,N.A.,3/2031,"6,321.73",N.A.,"6,321.73","1,239.91",18.2
ODISHA,COAL,1175,GOPALJI-KANIHA OCP,MCL,N06000229,4/2022,3/2028,N.A.,3/2028,"6,107.87",N.A.,"6,107.87","1,633.59",16.6
ODISHA,COAL,1176,BALARAM EXPANSION OCP,MCL,N06000230,8/2020,3/2029,N.A.,3/2029,"3,504.21",N.A.,"3,504.21",951.04,49.9
ODISHA,COAL,1177,KULDA EXPANSION OCP- 15 MTY,MCL,N06000248,6/2014,3/2018,N.A.,3/2026,348.16,N.A.,348.16,204.68,60
ODISHA,COAL,1178,SUBHADRA OCP,MCL,N06000249,5/2021,3/2029,Mar-29,3/2029,"1,693.81",N.A.,"1,693.81","1,169.28",39
ODISHA,COAL,1179,RPR OF HINGULA -II EXPANSION PH-III,MCL,N06000261,12/2022,3/2029,N.A.,3/2029,"2,264.68",N.A.,"2,264.68","1,011.46",39.1
ODISHA,COAL,1180,NLC TALABIRA THERMAL POWER PROJECT (PHASE-1: 3 X 800 MW),NLC,N06000270,1/2024,5/2029,Mar-30,5/2029,"27,213.00",N.A.,"27,213.00",970.98,1.51
ODISHA,DEPARTMENT OF HIGHER EDUCATION,1181,INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH BERHAMPUR,CPWD EDUCATION,N28000126,1/2019,3/2022,N.A.,2/2025,790.79,N.A.,790.79,678.17,95
ODISHA,MINES,1182,5TH STREAM ALUMINA REFINERY EXPANSION PROJECT,NALCO,N10000010,12/2014,4/2021,Sep-25,9/2025,"4,103.00","5,677.40","5,677.40","3,336.68",69.24
ODISHA,MINES,1183,UTKAL D AND E COAL BLOCK,NALCO,N10000011,5/2016,1/2020,Nov-23,3/2024,534.00,N.A.,"1,021.97",752.42,81.5
ODISHA,MINES,1184,CONVERSION OF FLAT BOTTOM SETTLERS AND WASHERS WITH A SINGLE TRAIN OF HRDS AND DCWS IN STREAMS 1 AND,NALCO,N10000012,12/2015,11/2020,Sep-25,11/2026,355.00,581.00,581.00,109.88,12.6
ODISHA,MINES,1185,SOURCING OF BAUXITE ARRANGEMENT FOR 5TH STREAM ALUMINA REFINERY FROM SOUTH BLOCK MINING LEASE OF PAN,NALCO,N10000013,11/2017,4/2021,May-25,5/2025,483.00,483.00,483.00,359.12,86.51
ODISHA,MINES,1186,POTTANGI BAUXITE MINES,NALCO,N10000016,5/2018,12/2024,N.A.,5/2025,"1,437.00",N.A.,"1,381.00",649.96,50.4
ODISHA,MINES,1187,CONSTRUCTION OF RED MUD POND - II AT NALCO DAMANJODI ODISHA,NALCO,N10000017,9/2019,3/2023,May-24,5/2024,225.79,N.A.,270.66,5.00,100
ODISHA,PETROLEUM,1188,ADDITIONAL STORAGE TANKS AT PARADIP,IOCL,N16000361,11/2018,9/2021,Dec-24,12/2024,462.30,552.44,552.44,481.20,95.3
ODISHA,PETROLEUM,1189,Fuel Quality Upgradation Project at Paradip Refinery,IOCL,N16000362,5/2019,8/2021,Dec-24,12/2024,"3,361.00",N.A.,"3,361.00","2,720.58",98.5
ODISHA,PETROLEUM,1190,INSTALLATION OF STANDBY SRU TRAIN OF 525 TPD ALONGWITH INCINERATOR AT PARADIP REFINERY,IOCL,N16000368,6/2019,9/2022,Dec-24,12/2024,427.10,427.10,427.10,312.10,94.8
ODISHA,PETROLEUM,1191,INTEGRATED PARA XYLENE (PX) AND PURIFIED TEREPHTHALIC ACID (PTA) PROJECT AT PARADIP REFINERY,IOCL,N16000396,7/2020,1/2024,Apr-25,4/2025,"13,805.00",N.A.,"13,805.00","7,076.23",86.3
ODISHA,POWER,1192,EASTERN REGION EXPANSION SCHEME XXIX,PGCIL,N18000351,3/2023,11/2025,N.A.,11/2025,524.04,N.A.,524.04,320.97,58
ODISHA,POWER,1193,TALCHER THERMAL POWER PROJECT STAGE III(2X660 MW),NTPC,N18000364,8/2022,5/2027,N.A.,5/2027,"11,844.00",N.A.,"11,844.00","1,405.09",8.4
ODISHA,RAILWAYS,1194,KHURDA ROAD- BOLANGIR(NL)ECOR,ECOR,220100284,4/1994,3/2009,Dec-26,12/2026,"2,923.13","3,791.66","5,089.37","4,212.72",80
ODISHA,RAILWAYS,1195,TALCHER- BIMALAGARH(NL)(ECOR),ECOR,220100328,4/2005,6/2021,N.A.,3/2026,810.78,N.A.,"1,928.07","1,552.14",40
ODISHA,RAILWAYS,1196,BHADRAK - NERGUNDI 3RD LINE,ECOR,N22000316,3/2013,10/2020,Oct-25,10/2025,843.04,"1,284.39","1,284.39","1,150.88",75
ODISHA,RAILWAYS,1197,JAGADALPUR-KORAPUT DOUBLING,ECOR,N22000376,4/2015,3/2022,N.A.,3/2022,"1,547.38",N.A.,"1,547.38","1,219.25",88.5
ODISHA,RAILWAYS,1198,KORAPUT - SINGAPUR ROAD DOUBLING,ECOR,N22000379,4/2015,3/2022,Mar-26,3/2026,"2,361.74","2,361.74","2,361.74","1,611.54",71
ODISHA,RAILWAYS,1199,JARAPADA - BUDHAPANK WITH FLY OVER AT TALCHER ROAD 3RD AND 4TH LINE,ECOR,N22000380,4/2015,11/2018,Aug-26,8/2026,701.61,N.A.,810.02,547.64,75
ODISHA,RAILWAYS,1200,BUDHAPANK - SALEGAON VIA RAJATGARH 3RD AND 4TH LINE.,ECOR,N22000381,4/2015,12/2018,Jul-25,7/2025,"1,172.92",N.A.,"2,022.75","1,656.93",72
ODISHA,RAILWAYS,1201,VIZIANAGARAM -SAMABALPUR 3RD LINE,RVNL,N22000409,1/1991,12/2024,N.A.,12/2026,"2,335.67",N.A.,"4,803.16","4,691.52",0
ODISHA,RAILWAYS,1202,EXECUTION OF RAIL CONNECTIVITY PROJECT FOR COAL TRANSPORTATION IN ODISHA FOR MCRL,IRCON,N22000418,4/2016,3/2020,N.A.,12/2025,"5,200.00",N.A.,"5,200.00",0.00,17.4
ODISHA,RAILWAYS,1203,JEYPORE MALKANGIRI NEW LINE,ECOR,N22000516,2/2018,7/2033,N.A.,7/2033,642.69,N.A.,642.69,164.45,0.1
ODISHA,RAILWAYS,1204,JEYPORE NABARANGPUR NEWLINE,ECOR,N22000517,7/2017,7/2028,N.A.,7/2028,499.99,N.A.,747.91,0.00,0
ODISHA,RAILWAYS,1205,TALCHER - ANGUL NEW LINE WITH Y CONNECTION AT TALCHER,ECOR,N22000518,7/2018,12/2026,N.A.,12/2026,278.96,495.00,494.62,29.50,0
ODISHA,RAILWAYS,1206,KODINGAMALI BAUXITE MINES TO SINGARAM RAILWAY STATION,ECOR,N22000519,8/2022,8/2027,N.A.,8/2027,190.90,N.A.,190.90,10.00,0
ODISHA,RAILWAYS,1207,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION,ECOR,N22000520,9/2022,9/2027,N.A.,9/2027,189.93,N.A.,189.93,5.14,0
ODISHA,RAILWAYS,1208,BRUNDAMAL-JHARSUGUDA- FLYOVER CONNECTION FOR JOINING DN LINE,ECOR,N22000521,12/2009,12/2026,N.A.,12/2026,48.44,N.A.,297.00,146.95,10
ODISHA,RAILWAYS,1209,BAGHUAPAL FLY OVER (20 KM),ECOR,N22000522,8/2019,8/2027,Aug-27,8/2027,183.00,257.97,257.97,0.25,0
ODISHA,RAILWAYS,1210,ROURKELA-BONDAMUNDA A- CABIN 5TH LINE (10 KM) (UMBRELLA WORK PB#57/2019- 20/NR),SER,N22000571,9/2022,9/2026,N.A.,3/2026,209.75,N.A.,244.99,48.70,8
ODISHA,ROAD TRANSPORT AND,1211,REHABILITATION AND UP GRADATION FROM 4 TO 8 LANING OF CHANDIKHOLE PARADIP SECTION OF NH 53 FROM KM.,NHAI,N24002078,12/2023,12/2025,N.A.,12/2025,711.00,N.A.,711.00,96.90,22.1
ODISHA,ROAD TRANSPORT AND,1212,REHABILITATION AND UP GRADATION FROM 4 TO 8 LANING OF CHANDIKHOLE PARADIP SECTION OF NH 53 FROM KM,NHAI,N24002079,12/2023,12/2025,N.A.,12/2025,742.25,N.A.,742.25,146.86,30.12
ODISHA,ROAD TRANSPORT AND,1213,REHABILITATION AND UP GRADATION FROM 4 TO 8 LANING OF CHANDIKHOLE PARADIP SECTION OF NH 53 FROM KM,NHAI,N24002080,12/2023,12/2025,N.A.,12/2025,762.75,N.A.,762.75,161.57,27.35
ODISHA,ROAD TRANSPORT AND,1214,3L MAJOR BRIDGE OVER RIVER BRAHMANI AT KM. 401.250 (DUBURI CHANDIKHOLE SECTION) OF NH 200 (NEW NH 5,NHAI,N24002081,8/2022,1/2025,N.A.,6/2025,153.61,N.A.,153.61,14.22,17.94
ODISHA,ROAD TRANSPORT AND,1215,WIDENING AND STRENGTHENLNG TO 2L+PS FROM KM 0.000 TO 40.000 (DHAUGAON- PODAMARI SECTION) OF NH 326 I,MoRTH,N24002135,3/2022,2/2026,N.A.,2/2026,186.52,N.A.,186.52,32.98,5
ODISHA,ROAD TRANSPORT AND,1216,WIDENING AND STRENGTHENING TO 4L+PS/2L+PS FROM KM 0.000 TO 35.800 (KUAKHIA - MANGALPUR SECTION) OF N,MoRTH,N24002136,3/2022,2/2026,N.A.,2/2026,636.10,N.A.,636.10,197.70,16.66
ODISHA,ROAD TRANSPORT AND,1217,DEVELOPMENT OF FOUR LANNING OF ANGUL- SAMBALPUR SECTION OF NATIONAL HIGHWAY NH-42 (NEW NH-55 IN THE S,NHAI,N24000619,9/2016,8/2019,N.A.,12/2024,"2,510.04",N.A.,"2,510.04","1,104.98",99
ODISHA,ROAD TRANSPORT AND,1218,REHABILITATION AND UPGRADATION OF CUTTACK ANGUL SECTION OF NH-42 (NEW NH-55) TO 4 LANE (KM. 0+400 TO,NHAI,N24000715,12/2017,7/2020,N.A.,3/2025,686.65,565.00,686.65,574.26,89
ODISHA,ROAD TRANSPORT AND,1219,REHABILITATION AND UP- GRADATION OF EXISTING 2- LANE TO 4 LANE OF DUBURI (KM 388.376) TO CHANDIKHOLE (,NHAI,N24000733,1/2018,8/2022,N.A.,2/2025,633.68,492.83,633.68,560.38,81
